City of Sunnyvale,,,,
Report Number,Date,Violation Code,race,Sex
T511504,6/10/2020,4000A1 5200A,Hispanic,Male
T511575,6/11/2020,12500A 23123A,Hispanic,Female
T511577,6/11/2020,5200A,Other Asian,Female
T511578,6/11/2020,5200A,White,Male
T511580,6/11/2020,4000A1,White,
E232805,6/12/2020,22350 21750,,M
E234641,6/12/2020,22350,,M
T511531,6/12/2020,22450A,White,Male
E234642,6/13/2020,21453A,Hispanic,M
T506725,6/13/2020,21453A,White,Male
T511527,6/13/2020,12500A,Hispanic,Male
T511528,6/14/2020,16028A,Hispanic,Female
T511529,6/14/2020,22450A 16028A,Hispanic,Male
T511530,6/14/2020,26708A 26101,Hispanic,Male
E234643,6/15/2020,12500A,Hispanic,M
T510508,6/15/2020,21453A,Hispanic,Male
T511534,6/15/2020,23109C 12500A 16028A 27150A,Hispanic,Male
T511650,6/15/2020,16028A,Hispanic,Male
T511581,6/16/2020,24252A,Hispanic,Male
T511284,6/17/2020,4000A1 146011A 146012A,Hispanic,Male
T511651,6/17/2020,5200A,Hispanic,Male
T511582,6/18/2020,5200A,Other Asian,Male
T511583,6/19/2020,4000A1,White,Male
T511165,6/20/2020,267085A,Hispanic,Female
T511172,6/20/2020,21453A,White,Female
T511535,6/20/2020,21453A,Other Asian,Male
T490841,6/21/2020,27315D1,Other Asian,Male
T511536,6/21/2020,26708A 24252A 5200A 16028A,Hispanic,Male
E234644,6/22/2020,4000A1 12500A,White,F
T508954,6/22/2020,22350,Hispanic,Male
T509648,6/22/2020,12500A,Hispanic,Male
T511537,6/22/2020,22102 16028A,Hispanic,Male
T511538,6/22/2020,21712A 27315D1,White,Male
E233752,6/23/2020,26710 12500A,Hispanic,M
T509516,6/23/2020,38300,White,Male
T511539,6/23/2020,12500A 23222B 27315D1 26710,Hispanic,Male
T511540,6/23/2020,26708A1 26101,Hispanic,Male
T511541,6/23/2020,12500A 24600B,Hispanic,Male
T505468,6/24/2020,21453A,White,Female
T509811,6/24/2020,23109C,White,Male
T511287,6/25/2020,22107,Asian Indian,Male
T511653,6/25/2020,16028A,White,Female
T511654,6/25/2020,5201B2,Asian Indian,Male
T511776,6/25/2020,4000A1 16028A,Unknown,Male
T510328,6/27/2020,146011A 4000A1 16028A,Unknown,Male
T511586,6/27/2020,12500A,Hispanic,Male
T511777,6/27/2020,4000A1,White,Male
E233753,6/28/2020,12500A 24603A,Hispanic,M
E234478,6/28/2020,27151A,Other,M
E234645,6/28/2020,21453A,,M
E234646,6/28/2020,12500A 4000A1 16028A,Hispanic,M
E234647,6/28/2020,21453A,White,M
E234648,6/29/2020,22350 12500A,Hispanic,M
E234479,6/30/2020,27151A,Other Asian,M
