City of Sunnyvale,,,,
Report Number,Date,Violation Code,race,Sex
E226739,3/15/2019,22102,Other Asian,F
E226741,3/15/2019,21460A,White,M
E226742,3/15/2019,22349A,Other Asian,F
E226743,3/15/2019,22101D,White,M
T502167,3/15/2019,23123A,Unknown,Female
T505150,3/15/2019,24601,Hispanic,Male
T505328,3/15/2019,21453A,White,Female
T505460,3/15/2019,21453A,Other Asian,Male
T505757,3/15/2019,21453C,Other Asian,Male
T505758,3/15/2019,21950A 16028A,Asian Indian,Male
T507103,3/15/2019,24400A1,Asian Indian,Male
E226744,3/16/2019,16028A,Unknown,M
E226745,3/16/2019,231235A,Unknown,F
E226746,3/16/2019,22400A,Asian Indian,M
T495460,3/16/2019,22350,Other Asian,Male
T500523,3/16/2019,20002A,Other Asian,Male
T502168,3/16/2019,22450A,Unknown,Male
T504391,3/16/2019,24252A,White,Female
T505329,3/16/2019,22450A,Other Asian,Female
T505330,3/16/2019,15620A,Other Asian,Male
T505759,3/16/2019,12500A 16028A,Hispanic,Male
T506147,3/16/2019,23152A,Other Asian,Male
T506148,3/16/2019,23152A,Other Asian,Female
T506900,3/16/2019,24250,Other Asian,Female
T506960,3/16/2019,24603E,Hispanic,Male
T506961,3/16/2019,12500A,Hispanic,Female
T507006,3/16/2019,4000A1,Hispanic,Male
T507008,3/16/2019,22450A 16028A,Black,Male
T507256,3/16/2019,22450A,Other,Male
T507283,3/16/2019,21453A,White,Male
T507284,3/16/2019,22101D,Asian Indian,Male
T507326,3/16/2019,231235A,Hispanic,Male
T495461,3/17/2019,21453B,White,Male
T503182,3/17/2019,4000A1,Black,Male
T505151,3/17/2019,21453B,Other Asian,Male
T505152,3/17/2019,21453A,Hispanic,Male
T505331,3/17/2019,4000A1 16028A,White,Male
T505695,3/17/2019,22400A,Hispanic,Male
T507009,3/17/2019,22100A,Asian Indian,Male
T507080,3/17/2019,5200A,Other Asian,Male
E222076,3/18/2019,22450A,Unknown,F
E222077,3/18/2019,231235A,Unknown,F
E222078,3/18/2019,231235A,Unknown,M
E222079,3/18/2019,24951B4 5201,Unknown,M
E222080,3/18/2019,25950A 12951A,Unknown,M
E222081,3/18/2019,22350,Unknown,M
E222082,3/18/2019,27315D1 16028A,Unknown,M
E222083,3/18/2019,25650 5017,Unknown,M
E222084,3/18/2019,231235A,Unknown,F
E222085,3/18/2019,24603F,Unknown,M
E225457,3/18/2019,21453A,Other Asian,F
E225458,3/18/2019,231235A,Hispanic,F
E225459,3/18/2019,4454A,White,F
E225460,3/18/2019,231235A,Hispanic,M
T500522,3/18/2019,22350,White,Male
T501765,3/18/2019,12500A 24601,Hispanic,Male
T503865,3/18/2019,4000A1,Other,Male
T505332,3/18/2019,22450A,Other Asian,Female
T505672,3/18/2019,22349A,Hispanic,Male
T505673,3/18/2019,23123A,Hispanic,Female
T505696,3/18/2019,22450A,Other Asian,Male
T505697,3/18/2019,22450A,Other Asian,Male
T505698,3/18/2019,22450A,White,Male
T505699,3/18/2019,22450A,White,Male
T505760,3/18/2019,21804A,Other Asian,Male
T506866,3/18/2019,23152B 20002A 1489 12500A,Hispanic,Male
T507106,3/18/2019,4000A1,White,Male
T507375,3/18/2019,22450A,White,Male
T507376,3/18/2019,22450A,Other Asian,Male
T507377,3/18/2019,22400A 21461A,Other,Male
T507502,3/18/2019,21453A,Hispanic,Male
T507503,3/18/2019,231235A,Asian Indian,Male
E222086,3/19/2019,22350,Unknown,M
E222087,3/19/2019,231235A,Unknown,M
E222088,3/19/2019,27315D1,Unknown,M
E222089,3/19/2019,27315D1,Unknown,M
E222090,3/19/2019,24603B,Unknown,M
T502169,3/19/2019,22103 146011A,Black,Male
T503683,3/19/2019,21453A,Hispanic,Male
T503685,3/19/2019,22450A,White,Male
T503686,3/19/2019,22450A,White,Female
T503688,3/19/2019,21801A,Other Asian,Female
T503689,3/19/2019,22450A,White,Male
T503690,3/19/2019,4000A1,Other,Male
T503691,3/19/2019,22450A,Other Asian,Female
T503692,3/19/2019,22450A,Other Asian,Male
T503693,3/19/2019,22107,Unknown,Male
T503694,3/19/2019,24252A,White,Male
T503695,3/19/2019,22450A,Other Asian,Female
T503696,3/19/2019,22450A 16028A,White,Female
T503697,3/19/2019,21801A 12500A 16028A,Hispanic,Male
T503698,3/19/2019,22450A,Other Asian,Male
T504332,3/19/2019,23152A,Hispanic,Male
T505298,3/19/2019,21651A2,Hispanic,Female
T505622,3/19/2019,21453A,Other Asian,Male
T507327,3/19/2019,38300,Asian Indian,Male
T507427,3/19/2019,23123A,White,Female
T507501,3/19/2019,23123A,Asian Indian,Female
T507578,3/19/2019,231235A,Asian Indian,Female
T507579,3/19/2019,22450A,Asian Indian,Male
T507580,3/19/2019,24603A 5201G,Hispanic,Male
T507625,3/19/2019,22350,,Female
T507626,3/19/2019,22350,Hispanic,Female
T507627,3/19/2019,16028A,Hispanic,Male
T507628,3/19/2019,22350,Other Asian,Male
T507629,3/19/2019,12951A,Other Asian,Male
T507630,3/19/2019,26708A1 12951A,Other Asian,Female
T507631,3/19/2019,22350,Asian Indian,Male
T507632,3/19/2019,16028A,White,Female
E226749,3/20/2019,22450A,Other Asian,M
E226750,3/20/2019,22450A,White,M
E226751,3/20/2019,21650 16028A,Other,M
E226752,3/20/2019,22450A,Other Asian,F
E226753,3/20/2019,22450A 16028A,Hispanic,M
E226754,3/20/2019,21950A,White,M
E226755,3/20/2019,22107,White,M
E226756,3/20/2019,22526A,Other Asian,F
E226757,3/20/2019,22108,White,M
E226758,3/20/2019,22526A,White,F
E226826,3/20/2019,22450A,Asian Indian,M
E226827,3/20/2019,22450A,Unknown,F
E226828,3/20/2019,22450A,Other,F
E226829,3/20/2019,21950A,Other Asian,M
E226830,3/20/2019,21209A,Hispanic,M
T502170,3/20/2019,22450A,White,Male
T502171,3/20/2019,22450A,Hispanic,Male
T503261,3/20/2019,21453A,White,Female
T503699,3/20/2019,225205A,Other,Female
T505299,3/20/2019,12500A 21950A,Hispanic,Male
T505623,3/20/2019,22450A 16028A 4454A,Other,Male
T505624,3/20/2019,146015A 23123A,Hispanic,Male
T505674,3/20/2019,21453C,Other Asian,Male
T506286,3/20/2019,22350,Asian Indian,Female
T506287,3/20/2019,22450A,Other Asian,Female
T506689,3/20/2019,23152A,Asian Indian,Male
T507401,3/20/2019,24600B,Asian Indian,Male
T507581,3/20/2019,4000A1 26710,White,Female
T507750,3/20/2019,5200A,Asian Indian,Male
E220277,3/21/2019,21453A,Unknown,F
E220278,3/21/2019,21453A,Unknown,M
E220279,3/21/2019,231235A 4454A,Unknown,F
E220280,3/21/2019,22526A 16028A,Unknown,M
E220281,3/21/2019,21453A,Unknown,M
E220282,3/21/2019,21453A,Unknown,F
E220283,3/21/2019,21800B2,Unknown,F
E220284,3/21/2019,22349A,Unknown,M
E220285,3/21/2019,22102,Unknown,F
E220286,3/21/2019,22102,Unknown,M
E220287,3/21/2019,231235A,Unknown,M
E220288,3/21/2019,231235A 267085A,Unknown,F
E222091,3/21/2019,22450A,Unknown,M
E222092,3/21/2019,22450A,Unknown,M
E222093,3/21/2019,22450A,Unknown,F
E222094,3/21/2019,27315E,Unknown,F
E222095,3/21/2019,22450A,Unknown,M
E222096,3/21/2019,22450A,Unknown,M
E222097,3/21/2019,22450A,Unknown,M
E222098,3/21/2019,22450A,Unknown,M
E222099,3/21/2019,5204A 16028A,Unknown,M
E222100,3/21/2019,231235A,Unknown,M
E222201,3/21/2019,21453A,Unknown,M
E222202,3/21/2019,231235A,Unknown,M
E222203,3/21/2019,27315D1,Unknown,M
E222204,3/21/2019,5200A 27360B,Unknown,F
E222205,3/21/2019,22450A,Unknown,F
E226760,3/21/2019,21950A,Unknown,M
E226761,3/21/2019,21453B,Unknown,M
E226762,3/21/2019,21453B,Unknown,M
E226763,3/21/2019,21950A,Unknown,M
E226764,3/21/2019,21453B,Unknown,M
E226765,3/21/2019,21950A,Unknown,M
E226767,3/21/2019,21453B,Unknown,F
E226768,3/21/2019,21453B,Unknown,M
E226769,3/21/2019,22450A,Unknown,M
E226770,3/21/2019,22450A,Unknown,M
E226771,3/21/2019,22450A,Unknown,M
E226772,3/21/2019,22450A 21453A,Unknown,M
E226773,3/21/2019,22450A,Unknown,F
E226774,3/21/2019,22450A,Unknown,M
E226775,3/21/2019,22106,Unknown,M
E226776,3/21/2019,24002A,Unknown,M
E226777,3/21/2019,22450A,Unknown,M
E226778,3/21/2019,5017,Unknown,M
E226779,3/21/2019,22450A,Unknown,F
E226780,3/21/2019,22450A,Unknown,M
E226782,3/21/2019,21453C,Unknown,M
E226831,3/21/2019,21453C,White,M
E226832,3/21/2019,23123A,Other Asian,M
E226833,3/21/2019,21955,Other Asian,M
E226834,3/21/2019,21955,Other Asian,F
E226835,3/21/2019,231235A,White,F
E226836,3/21/2019,231235A 146015A,Black,M
T498719,3/21/2019,21804A,Other,Male
T502172,3/21/2019,22450A,Unknown,Female
T502173,3/21/2019,21453A 4000A1,Unknown,Female
T502362,3/21/2019,5200A,Hispanic,Male
T505648,3/21/2019,24603E 16028A 12500A,Other Asian,Male
T506066,3/21/2019,21460A,Hispanic,Female
T506067,3/21/2019,21650A,Other,Female
T506068,3/21/2019,21460A,Other,Female
T506069,3/21/2019,10.36.040b,Other,Male
T506070,3/21/2019,21650A,Asian Indian,Male
T506071,3/21/2019,23123A 146015A 146011A,Asian Indian,Male
T506072,3/21/2019,27315D1,Hispanic,Male
T506073,3/21/2019,21209A,Other Asian,Female
T507239,3/21/2019,21209A,Hispanic,Male
T507428,3/21/2019,22450A,Other Asian,Female
T507650,3/21/2019,22107 5200A,Other,Male
E222206,3/22/2019,231235A,Unknown,F
T501766,3/22/2019,4000A1,Hispanic,Female
T501767,3/22/2019,21453A,Asian Indian,Female
T502174,3/22/2019,21461A,Other Asian,Male
T503183,3/22/2019,23222B,White,Male
T504392,3/22/2019,24252A,White,Male
T505333,3/22/2019,22450A 12500A,White,Male
T505334,3/22/2019,22450A,White,Male
T505335,3/22/2019,4000A1,Other Asian,Female
T505336,3/22/2019,24603B 12500A 16028A,Hispanic,Female
T505761,3/22/2019,146011A,Hispanic,Male
T506463,3/22/2019,22400A,Other,Male
T506464,3/22/2019,16028A,Hispanic,Male
T506465,3/22/2019,21950A,White,Male
T506962,3/22/2019,267085A,Asian Indian,Male
T506963,3/22/2019,24400A1 24600E,Hispanic,Female
T507010,3/22/2019,24252A,White,Female
T507030,3/22/2019,22350 128146 24002A,Hispanic,Male
T507057,3/22/2019,22106,Other,Male
T507058,3/22/2019,24250,White,Male
T507059,3/22/2019,22101D,Other Asian,Male
T507060,3/22/2019,22450A 16028A,Other Asian,Female
T507081,3/22/2019,21453A,Other,Male
T507082,3/22/2019,24600B,Other,Male
T507083,3/22/2019,24400B,Other,Male
T507328,3/22/2019,38300,Asian Indian,Female
T507329,3/22/2019,14600A,Asian Indian,Male
T507330,3/22/2019,12500A,Asian Indian,Male
T507331,3/22/2019,231235A,Asian Indian,Male
T507651,3/22/2019,22450A,Asian Indian,Male
T507652,3/22/2019,22450A,Other Asian,Female
T507653,3/22/2019,21658A 22107,White,Female
T507654,3/22/2019,22450A,White,Female
T507655,3/22/2019,21950A,Other Asian,Female
T507657,3/22/2019,22450A 21461A,Other Asian,Male
T507658,3/22/2019,23123A,White,Male
T507659,3/22/2019,231235A,Other Asian,Female
T507660,3/22/2019,231235A,Asian Indian,Male
T507661,3/22/2019,23123A,Hispanic,Female
T507662,3/22/2019,21950A,Other,Female
T507663,3/22/2019,21453C,Hispanic,Male
T507664,3/22/2019,21461A,Asian Indian,Female
T507900,3/22/2019,12951A 5200A,White,Male
T495462,3/23/2019,22349,Other Asian,Male
T502069,3/23/2019,23152A 12500A,Hispanic,Male
T505153,3/23/2019,12500A 16028A 24601 24600A,Hispanic,Male
T505337,3/23/2019,22450A,Other Asian,Male
T505338,3/23/2019,4000A1,Other Asian,Male
T506690,3/23/2019,23152B 12500A,Hispanic,Male
T506691,3/23/2019,23152A,Black,Male
T506901,3/23/2019,27315D1,Other Asian,Male
T506965,3/23/2019,22107,Other Asian,Female
T507012,3/23/2019,27151A,Hispanic,Male
T507031,3/23/2019,22450A 22350,White,Male
T507061,3/23/2019,24603B 16028A,Other,Male
T507084,3/23/2019,22350,White,Male
T507332,3/23/2019,231235A,Asian Indian,Female
T507333,3/23/2019,27315D1,Asian Indian,Male
T507776,3/23/2019,23152A 16028A 12500A,Other,Male
T507825,3/23/2019,225205A,White,Female
T507901,3/23/2019,231235A 4000A1 26710,Other Asian,Male
T507902,3/23/2019,231235A 12500A,Hispanic,Female
T502070,3/24/2019,221005,Other,Female
T502363,3/24/2019,5200A,Hispanic,Female
T502364,3/24/2019,5200A,Hispanic,Male
T503184,3/24/2019,12500A 21453A,Hispanic,Male
T504393,3/24/2019,5200A,Other,Male
T504394,3/24/2019,5201A,Other,Male
T504395,3/24/2019,22107,Other,Female
T505339,3/24/2019,4000A1 16028A,Hispanic,Female
T505340,3/24/2019,21453A,Other Asian,Female
T507032,3/24/2019,22107,Hispanic,Male
T507085,3/24/2019,24400B,Other,Male
T507334,3/24/2019,38300,Other Asian,Female
T507532,3/24/2019,5200A 16028A 4454A 12951A,Other Asian,Male
T507533,3/24/2019,4000A1,Other Asian,Male
T507803,3/24/2019,23152A,Hispanic,Male
T507804,3/24/2019,23152B,Hispanic,Male
T507903,3/24/2019,4000A1 12500A,Hispanic,Female
E220289,3/25/2019,21211B,Unknown,M
E220290,3/25/2019,22350,Unknown,M
E220291,3/25/2019,4000A1 12951A,Unknown,M
E220292,3/25/2019,22400A,Unknown,M
E222207,3/25/2019,24603F 16028A,Unknown,M
E222208,3/25/2019,22349A,Unknown,M
E222209,3/25/2019,22349A,Unknown,M
E222210,3/25/2019,27315E,Unknown,F
E222211,3/25/2019,22349A,Unknown,F
E222212,3/25/2019,22349A,Unknown,M
E222213,3/25/2019,26101B,Unknown,M
E222214,3/25/2019,231235A,Unknown,F
E222215,3/25/2019,231235A,Unknown,M
T506838,3/25/2019,22450A,Other,Male
T506839,3/25/2019,21211B,Other,Male
T506840,3/25/2019,21211B,Other,Male
T506841,3/25/2019,22450A 146015A,Other,Female
T506842,3/25/2019,22450A,Other Asian,Female
T506843,3/25/2019,27315D1 12500A,Hispanic,Male
T506844,3/25/2019,22450A,Other,Female
T507063,3/25/2019,12500A 26708A2,Hispanic,Male
T507378,3/25/2019,21453A,White,Male
T507379,3/25/2019,22400A,Hispanic,Male
T507380,3/25/2019,24603E,Other Asian,Female
T507381,3/25/2019,21453A,Hispanic,Female
T507504,3/25/2019,12500A,Hispanic,Male
T507505,3/25/2019,26710,White,Male
T507506,3/25/2019,23123A,Asian Indian,Male
T507507,3/25/2019,23123A,White,Female
T507508,3/25/2019,23123A,Other Asian,Female
T507509,3/25/2019,23123A,White,Female
T507510,3/25/2019,23123A,White,Female
T507511,3/25/2019,23123A,White,Female
T507512,3/25/2019,23123A,White,Male
E222216,3/26/2019,27600,Unknown,M
E222961,3/26/2019,22101D,White,F
E222962,3/26/2019,23123A,White,M
E222963,3/26/2019,27151A,Other,F
E222964,3/26/2019,231235A 14600A,Other Asian,F
E222965,3/26/2019,21453A,Asian Indian,M
E222966,3/26/2019,23123A 14600A,Asian Indian,M
E222967,3/26/2019,22400A,Hispanic,M
E222968,3/26/2019,21955,Hispanic,M
E222969,3/26/2019,21955,Hispanic,M
E222970,3/26/2019,21453A 12500A,Hispanic,M
E222971,3/26/2019,21950A,White,F
E222972,3/26/2019,21453A,White,M
E222973,3/26/2019,21453A,Asian Indian,F
E224514,3/26/2019,21461A,Other Asian,M
E224515,3/26/2019,21461A,Other Asian,M
E224516,3/26/2019,21461A,Other Asian,F
E224517,3/26/2019,21461A,White,F
E224518,3/26/2019,22450A 14600A 5200A,Other,M
E224519,3/26/2019,38300,Hispanic,F
E224520,3/26/2019,22100A,Other,M
E224521,3/26/2019,21651A1,White,M
E224522,3/26/2019,21651A1,Hispanic,M
E224523,3/26/2019,21651A1,Other,M
E226435,3/26/2019,22350,Other Asian,F
E226436,3/26/2019,22350,Other Asian,M
T505154,3/26/2019,21461A,Other Asian,Male
T507107,3/26/2019,24400A1,White,Male
T507184,3/26/2019,21453A,White,Male
T507335,3/26/2019,231235A,Other Asian,Female
T507336,3/26/2019,21950A,Other Asian,Male
T507582,3/26/2019,22450A,Other Asian,Female
T507583,3/26/2019,231235A,Hispanic,Male
T507584,3/26/2019,231235A,Other Asian,Female
T507665,3/26/2019,22108 5204A,White,Male
T507666,3/26/2019,22450A,Other,Male
T502365,3/27/2019,5200A,White,Male
T502366,3/27/2019,5200A,Hispanic,Male
T506074,3/27/2019,21460A,Other Asian,Male
T506149,3/27/2019,23152B,Hispanic,Female
T507186,3/27/2019,4000A1,Hispanic,Male
T507234,3/27/2019,23123A,White,Female
T507235,3/27/2019,22102,Other Asian,Female
T507236,3/27/2019,22101D,White,Male
T507237,3/27/2019,22101D,White,Female
T507238,3/27/2019,21802A,White,Female
T507240,3/27/2019,21209A,Unknown,Male
T507241,3/27/2019,21209A,White,Female
T507305,3/27/2019,231235A,Hispanic,Male
T507306,3/27/2019,267085A,Hispanic,Male
T507382,3/27/2019,23123A,Other Asian,Male
T507383,3/27/2019,5201A,White,Male
T507384,3/27/2019,23123A,Other,Male
T507585,3/27/2019,23123A,Other Asian,Male
T507878,3/27/2019,12500A 16028A 4454A,Black,Female
T508000,3/27/2019,21450A,White,Male
T508001,3/27/2019,27315D1,Hispanic,Male
T508002,3/27/2019,22450A,Other,Male
T508003,3/27/2019,27315D1,Other,Female
T508004,3/27/2019,21453A,White,Male
E222217,3/28/2019,21453A,Unknown,F
E222218,3/28/2019,21453A,Unknown,F
E222219,3/28/2019,231235A,Unknown,F
E222220,3/28/2019,21453A,Unknown,F
E222221,3/28/2019,231235A,Unknown,F
E222222,3/28/2019,231235A,Unknown,F
E222223,3/28/2019,231235A 27360B,Unknown,F
E222224,3/28/2019,21955,Unknown,M
E222225,3/28/2019,21955,Unknown,F
E222226,3/28/2019,5200A,Unknown,M
E222975,3/28/2019,21453B,Unknown,M
E222976,3/28/2019,22526A,Unknown,F
E222977,3/28/2019,22400A,Unknown,M
E222978,3/28/2019,23123A,Unknown,M
E222979,3/28/2019,22526A,Unknown,M
E222980,3/28/2019,21950A,Unknown,M
E222981,3/28/2019,22526A,Unknown,F
E222982,3/28/2019,21453B,Unknown,M
E222983,3/28/2019,21453B,Unknown,F
E222984,3/28/2019,21453B,Unknown,M
E222986,3/28/2019,22350,Unknown,M
E222987,3/28/2019,231235A,Unknown,M
E222988,3/28/2019,22450A,Other,F
E222989,3/28/2019,22450A,Unknown,F
E222990,3/28/2019,22450A,Unknown,F
E222991,3/28/2019,231235A,Unknown,F
E224524,3/28/2019,23123A,Unknown,M
E224525,3/28/2019,21453A,Unknown,F
E224526,3/28/2019,23123A,Unknown,F
E224527,3/28/2019,22526A,Unknown,M
E224528,3/28/2019,22526A,Unknown,M
E224529,3/28/2019,22526A,Unknown,M
E224530,3/28/2019,22400A,Unknown,F
E224531,3/28/2019,21801A,Unknown,M
E224532,3/28/2019,23123A,Unknown,M
E224533,3/28/2019,21453A,Unknown,F
E224534,3/28/2019,21801A,Unknown,M
E224535,3/28/2019,23123A,Unknown,F
E224536,3/28/2019,21453A,Unknown,M
E224537,3/28/2019,21453A,Unknown,F
E224538,3/28/2019,231235A,Unknown,M
E225461,3/28/2019,21453A,Unknown,F
E225462,3/28/2019,21453A,Unknown,F
E225463,3/28/2019,23123A,Unknown,M
E225464,3/28/2019,38314,Unknown,M
E225465,3/28/2019,22400A,Unknown,F
E225466,3/28/2019,23123A,Unknown,M
E225467,3/28/2019,21453A,Unknown,M
E225468,3/28/2019,231235A,Unknown,M
E225469,3/28/2019,21453A,Unknown,F
E225470,3/28/2019,21453A,Unknown,M
E225471,3/28/2019,23123A,Unknown,M
E225472,3/28/2019,21453A,,M
E225473,3/28/2019,21453A,,M
E225474,3/28/2019,21950A,,M
E225475,3/28/2019,22450A,,M
E225476,3/28/2019,23123A,,F
E225477,3/28/2019,22450A,,M
E225478,3/28/2019,22450A 21453A 14600A,,M
E225479,3/28/2019,146015A 2815,White,M
E225480,3/28/2019,21651B,,F
E226437,3/28/2019,21453A,,M
E226438,3/28/2019,23123.5A,,F
E226440,3/28/2019,21800A,,M
E226441,3/28/2019,22526A,Other Asian,M
E226442,3/28/2019,22526A,White,F
E226443,3/28/2019,231235A,White,F
E226444,3/28/2019,22526A,Asian Indian,M
E226446,3/28/2019,231235A,White,M
E226447,3/28/2019,231235A,Other Asian,M
E226449,3/28/2019,22526A,,F
E226451,3/28/2019,231235A,Asian Indian,F
E226452,3/28/2019,231235A,Asian Indian,M
E226453,3/28/2019,21453A,Asian Indian,M
E226455,3/28/2019,21800A,White,F
E226456,3/28/2019,21453A,Asian Indian,M
E226457,3/28/2019,21453A,Asian Indian,M
T498595,3/28/2019,23123A,Other Asian,Male
T506331,3/28/2019,4000A1 4454A,Other Asian,Female
T506332,3/28/2019,4000A1,Asian Indian,Male
T506984,3/28/2019,24601 12500A 16028A,Hispanic,Male
T507187,3/28/2019,22101D,Other Asian,Female
T507206,3/28/2019,5200A,Asian Indian,Female
T507513,3/28/2019,12500A 23123A,Hispanic,Female
T507586,3/28/2019,16028A,Black,Female
T507633,3/28/2019,16028A,Other Asian,Male
T507634,3/28/2019,21453A,Other Asian,Female
T507635,3/28/2019,22350,Asian Indian,Female
T507636,3/28/2019,16028A,Hispanic,Female
T507805,3/28/2019,146015A 146011A,Hispanic,Male
T507806,3/28/2019,23152A 12500A,Hispanic,Male
T507879,3/28/2019,12500A 4454A,Hispanic,Male
T507880,3/28/2019,14600A,Hispanic,Female
E224539,3/29/2019,23123A,Asian Indian,M
E224540,3/29/2019,4000A1,White,F
E226459,3/29/2019,231235A,Hispanic,F
E226460,3/29/2019,5201A,Hispanic,M
T498596,3/29/2019,5200A,Other,Male
T501820,3/29/2019,4000A1,Other Asian,Female
T506985,3/29/2019,4000A1,White,Male
T506986,3/29/2019,21453A,Asian Indian,
T507429,3/29/2019,21453A 5200A,White,Female
T507587,3/29/2019,21954A,Other Asian,Male
T508005,3/29/2019,21950A,Hispanic,Male
T508006,3/29/2019,21650A,Other,Male
T508007,3/29/2019,21650A,Other,Male
T501821,3/30/2019,231235A,Other Asian,Male
T504396,3/30/2019,22450A,Other Asian,Male
T504397,3/30/2019,4000A1,Other Asian,Female
T506466,3/30/2019,21456B,White,Male
T506928,3/30/2019,4000A1,White,Male
T506966,3/30/2019,22450A,Hispanic,Male
T507013,3/30/2019,146011A,Black,Male
T507014,3/30/2019,4000A1,Other,Male
T507110,3/30/2019,12951A,Other Asian,Male
T507257,3/30/2019,22450A,Other,Female
T507337,3/30/2019,231235A,Other,Female
T507637,3/30/2019,12500A,Hispanic,Female
T507668,3/30/2019,231235A,Hispanic,Male
T507808,3/30/2019,23152B 24400A,White,Male
T507850,3/30/2019,23123A,Asian Indian,Female
T507904,3/30/2019,5204A,White,Male
T507925,3/30/2019,23123A,Other Asian,Male
T503868,3/31/2019,146015A 4000A1 52011C 146012A,Hispanic,Female
T505155,3/31/2019,12500A 23123A,Hispanic,Male
T507086,3/31/2019,24400B,Other,Male
T507338,3/31/2019,4000A1,Hispanic,Male
T507809,3/31/2019,23152A 23152B 146012 23154A,Hispanic,Male
T507851,3/31/2019,21453A 4000A1,Asian Indian,Male
T507905,3/31/2019,22400A,Asian Indian,Male
E222992,4/1/2019,21453A,,M
E222993,4/1/2019,23123A,Black,F
E222994,4/1/2019,12500A 22350,Black,M
E222995,4/1/2019,23123A,Other Asian,M
E222996,4/1/2019,41525,,F
E222997,4/1/2019,231235A,,M
T504398,4/1/2019,4000A1 24252A,White,Male
T505156,4/1/2019,12500A 24601,Hispanic,Male
T506467,4/1/2019,21650 16028A 12500A,Other Asian,Female
T506529,4/1/2019,24400B,Other Asian,Male
T506564,4/1/2019,21460A 12500A 16028A,Other Asian,Male
T506967,4/1/2019,267085A 16028A,White,Male
T506968,4/1/2019,24252A 5200A,Other Asian,Male
T507015,4/1/2019,24600E,Hispanic,Male
T507339,4/1/2019,38300,Hispanic,Female
T507638,4/1/2019,22350,Asian Indian,Male
T507669,4/1/2019,22400A,Other Asian,Female
T507810,4/1/2019,23152A 23152B 23154A,Hispanic,Male
T507926,4/1/2019,21955,Hispanic,Male
E222227,4/2/2019,21651A,,F
E222228,4/2/2019,22102,,M
E222229,4/2/2019,231235A,,M
E226461,4/2/2019,22350,Other Asian,M
T504399,4/2/2019,5200A,Hispanic,Male
T505342,4/2/2019,22450A,Hispanic,Female
T506289,4/2/2019,22350 16028A,Hispanic,Male
T506291,4/2/2019,22350,Other Asian,Female
T506657,4/2/2019,22450A,White,Male
T506658,4/2/2019,22450A,White,Female
T506659,4/2/2019,22450A,Unknown,Female
T506969,4/2/2019,12500A,Hispanic,Male
T507016,4/2/2019,146011A,Hispanic,Male
T507340,4/2/2019,16028A,Other,Male
T507385,4/2/2019,22107 5201F,White,Male
T507670,4/2/2019,24400A 24003,Other,Female
T507671,4/2/2019,5200A 267085A,Asian Indian,Male
T507906,4/2/2019,21453A,Other Asian,Male
T507907,4/2/2019,21461A,Other Asian,Male
T507927,4/2/2019,4000A1,White,Male
T508050,4/2/2019,22108,Other Asian,Female
T508051,4/2/2019,5200A 16028A 4000A1,Hispanic,Male
E220295,4/3/2019,21453A,,M
E220296,4/3/2019,231235A,,M
E220297,4/3/2019,231235A,,M
E220298,4/3/2019,22526A,,M
E220299,4/3/2019,231235A,,M
E220300,4/3/2019,21950A,,M
E221543,4/3/2019,231235A,,M
E221544,4/3/2019,231235A,,F
E221545,4/3/2019,21211B,,M
E221546,4/3/2019,231235A 16028A,,M
E222230,4/3/2019,21951,,M
E222231,4/3/2019,21950A,,M
E222232,4/3/2019,231235A,,M
E222233,4/3/2019,22526A,,F
E222234,4/3/2019,231235A,,M
E222235,4/3/2019,22450A,,M
E222236,4/3/2019,22450A,,F
E222237,4/3/2019,22350,,M
E222238,4/3/2019,22349A,,M
E222239,4/3/2019,21651A,,M
E222240,4/3/2019,22349A,,M
E222998,4/3/2019,231235A,Other,F
E222999,4/3/2019,231235A,Other Asian,M
E223000,4/3/2019,231235A,White,M
E223101,4/3/2019,231235A,Hispanic,M
E223102,4/3/2019,23123A,White,M
E223103,4/3/2019,231235A,Asian Indian,M
E225481,4/3/2019,22350,,M
E225482,4/3/2019,22450A,,M
E225483,4/3/2019,22450A,,F
E225484,4/3/2019,22450A,,M
E225485,4/3/2019,22450A,,M
E225486,4/3/2019,22450A,,M
E225487,4/3/2019,22450A,,M
E225488,4/3/2019,22450A,,M
E225489,4/3/2019,231235A,,M
E225490,4/3/2019,22450A,,M
E225491,4/3/2019,22450A 146011A,Hispanic,M
E225492,4/3/2019,22350,,F
E225493,4/3/2019,21453B,,M
E226462,4/3/2019,21651A,Hispanic,F
E226463,4/3/2019,21651A,Hispanic,F
E226464,4/3/2019,22349A,Hispanic,M
E226465,4/3/2019,21453A,Other Asian,M
E226466,4/3/2019,22102,Hispanic,F
T501822,4/3/2019,5200A,Hispanic,Male
T505522,4/3/2019,21453A,White,Female
T506988,4/3/2019,267085A,Asian Indian,Male
T507188,4/3/2019,24252A,Other Asian,Male
T507189,4/3/2019,21453A,Hispanic,Male
T507207,4/3/2019,4000A1,Black,Male
T507341,4/3/2019,21453A,Other Asian,Male
T507342,4/3/2019,146011A,Hispanic,Male
T507343,4/3/2019,38300,Hispanic,Male
T507344,4/3/2019,14600A,Black,Male
T507345,4/3/2019,38300,Asian Indian,Male
T507346,4/3/2019,14600A,Hispanic,Male
T507402,4/3/2019,12500A 22450A,Hispanic,Male
T507430,4/3/2019,21453C,Hispanic,Male
